Departamento,Municipio,Programa,Año de Asignación,Estado de Postulación,Hogares,Valor Asignado
ANTIOQUIA,ARGELIA,Programa de Vivienda Gratuita Fase I,2008,Asignados,1,8695750.00
ANTIOQUIA,ARGELIA,Programa de Vivienda Gratuita Fase I,2015,Asignados,79,2919840000.00
ANTIOQUIA,ARGELIA,Programa de Vivienda Gratuita Fase I,2015,Renuncias al subsidio,8,295680000.00
ANTIOQUIA,ARGELIA,Programa de Vivienda Gratuita Fase I,2015,Subsidio Revocado,1,36960000.00
ANTIOQUIA,ARGELIA,Programa de Vivienda Gratuita Fase I,2015,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,1,36960000.00
ANTIOQUIA,ARGELIA,Programa de Vivienda Gratuita Fase I,2016,Asignados,1,36960000.00
ANTIOQUIA,ARGELIA,Programa de Vivienda Gratuita Fase I,2020,Asignados,1,36960000.00
ANTIOQUIA,ARMENIA,Bolsa Desplazados,2004,Asignados,1,8950000.00
ANTIOQUIA,ARMENIA,Bolsa Desplazados,2010,Asignados,1,15450000.00
ANTIOQUIA,BARBOSA,Bolsa Desplazados,2004,Asignados,3,17900000.00
ANTIOQUIA,BARBOSA,Bolsa Desplazados,2007,Asignados,3,27106250.00
ANTIOQUIA,BARBOSA,Bolsa Desplazados,2008,Asignados,35,354601500.00
ANTIOQUIA,BARBOSA,Bolsa Desplazados,2008,Renuncia con restitucion de subsidio,1,11537500.00
ANTIOQUIA,BARBOSA,Bolsa Desplazados,2009,Asignados,15,186337500.00
ANTIOQUIA,BARBOSA,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000.00
ANTIOQUIA,BARBOSA,Bolsa Desplazados,2010,Asignados,10,154500000.00
ANTIOQUIA,BARBOSA,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,1,16068000.00
ANTIOQUIA,BARBOSA,Bolsa Desplazados,2011,Asignados,6,96408000.00
ANTIOQUIA,BARBOSA,Bolsa Esfuerzo Territorial,2009,Asignados,3,22608950.00
ANTIOQUIA,BARBOSA,Bolsa Esfuerzo Territorial,2009,Renuncia con restitucion de subsidio,1,4472100.00
ANTIOQUIA,BARBOSA,Bolsa Ordinaria,2003,Apto con subsidio vencido,1,7107000.00
ANTIOQUIA,BARBOSA,Bolsa Ordinaria,2004,Asignados,22,165396000.00
ANTIOQUIA,BARBOSA,Bolsa Ordinaria,2004,Restitución SFV por Indemnización,46,345510000.00
ANTIOQUIA,BARBOSA,MI CASA YA,2017,Asignados,1,14754340.00
ANTIOQUIA,BARBOSA,MI CASA YA,2019,Asignados,2,41405800.00
ANTIOQUIA,BARBOSA,Programa de Vivienda Gratuita Fase I,2012,Asignados,1,39669000.00
ANTIOQUIA,BELLO,Ahorro Programado Contractual,2009,Apto con subsidio vencido,4,28422680.00
ANTIOQUIA,BELLO,Ahorro Programado Contractual,2010,Apto con subsidio vencido,1,11072500.00
ANTIOQUIA,BELLO,Ahorro Programado Contractual,2011,Apto con subsidio vencido,1,7659080.00
ANTIOQUIA,BELLO,Ahorro Programado Contractual,2011,Asignados,3,34546200.00
ANTIOQUIA,BELLO,Ahorro Programado Contractual,2012,Apto con subsidio vencido,3,36835500.00
ANTIOQUIA,BELLO,Ahorro Programado Contractual,2012,Asignados,3,35221155.00
ANTIOQUIA,BELLO,Bolsa Atentados terroristas,2003,Apto con subsidio vencido,1,5900000.00
ANTIOQUIA,BELLO,Bolsa Atentados terroristas,2006,Asignados,1,8568000.00
ANTIOQUIA,BELLO,Bolsa Desastres Naturales,2006,Asignados,14,112161000.00
ANTIOQUIA,BELLO,Bolsa Desastres Naturales,2006,Renuncia con restitucion de subsidio,1,8011500.00
ANTIOQUIA,BELLO,Bolsa Desastres Naturales,2006,Restitución SFV por Vencimiento Vigencia,15,120172500.00
ANTIOQUIA,BELLO,Bolsa Desastres Naturales,2008,Apto con subsidio vencido,9,91377000.00
ANTIOQUIA,BELLO,Bolsa Desastres Naturales,2008,Asignados,116,1177748000.00
ANTIOQUIA,BELLO,Bolsa Desastres Naturales,2008,Renuncia con restitucion de subsidio,28,284284000.00
ANTIOQUIA,BELLO,Bolsa Desastres Naturales,2008,Restitución SFV por Vencimiento Vigencia,22,223366000.00
ANTIOQUIA,BELLO,Bolsa Desastres Naturales,2009,Apto con subsidio vencido,5,50765000.00
ANTIOQUIA,BELLO,Bolsa Desastres Naturales,2009,Asignados,1,10153000.00
ANTIOQUIA,BELLO,Bolsa Desastres Naturales,2009,Restitución SFV por Vencimiento Vigencia,1,10153000.00
ANTIOQUIA,BELLO,Bolsa Desplazados,2004,Asignados,84,505675000.00
ANTIOQUIA,BELLO,Bolsa Desplazados,2005,Asignados,46,366950000.00
ANTIOQUIA,BELLO,Bolsa Desplazados,2005,Renuncia con restitucion de subsidio,1,4475000.00
ANTIOQUIA,BELLO,Bolsa Desplazados,2006,Asignados,18,173007000.00
ANTIOQUIA,BELLO,Bolsa Desplazados,2007,Asignados,17,112489500.00
ANTIOQUIA,BELLO,Bolsa Desplazados,2008,Asignado con aplicación en Vivienda Gratuita,1,14907000.00
ANTIOQUIA,BELLO,Bolsa Desplazados,2008,Asignados,12,124939500.00
ANTIOQUIA,BELLO,Bolsa Desplazados,2009,Asignado con aplicación en Vivienda Gratuita,2,23602750.00
ANTIOQUIA,BELLO,Bolsa Desplazados,2009,Asignados,2,29814000.00
ANTIOQUIA,BELLO,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000.00
ANTIOQUIA,BELLO,Bolsa Desplazados,2010,Asignados,11,169950000.00
ANTIOQUIA,BELLO,Bolsa Desplazados,2010,Renuncia con restitucion de subsidio,1,15450000.00
ANTIOQUIA,BELLO,Bolsa Desplazados,2011,Asignados,3,48204000.00
ANTIOQUIA,BELLO,Bolsa Ordinaria,2003,Apto con subsidio vencido,27,174537000.00
ANTIOQUIA,BELLO,Bolsa Ordinaria,2003,Asignados,76,500478000.00
ANTIOQUIA,BELLO,Bolsa Ordinaria,2003,Renuncia con restitucion de subsidio,3,22908000.00
ANTIOQUIA,BELLO,Bolsa Ordinaria,2003,Renuncias al subsidio,24,148349000.00
ANTIOQUIA,BELLO,Bolsa Ordinaria,2003,Restitución SFV por Indemnización,23,163461000.00
ANTIOQUIA,BELLO,Bolsa Ordinaria,2004,Apto con subsidio vencido,4,27566000.00
ANTIOQUIA,BELLO,Bolsa Ordinaria,2004,Asignados,69,503706000.00
ANTIOQUIA,BELLO,Bolsa Ordinaria,2004,Renuncias al subsidio,10,75180000.00
ANTIOQUIA,BELLO,Bolsa Ordinaria,2004,Restitución SFV por Indemnización,9,67662000.00
ANTIOQUIA,BELLO,Bolsa Ordinaria,2005,Asignados,2,14020125.00
ANTIOQUIA,BELLO,Bolsa Ordinaria,2005,Restitucion de subsidios no aplicados,1,8011500.00
ANTIOQUIA,BELLO,Bolsa Ordinaria,2008,Restitución SFV por Vencimiento Vigencia,29,264123300.00
ANTIOQUIA,BELLO,Bolsa unica Nacional,2007,Asignados,154,1402585800.00
ANTIOQUIA,BELLO,Bolsa unica Nacional,2007,Renuncia con restitucion de subsidio,3,27323100.00
ANTIOQUIA,BELLO,Bolsa unica Nacional,2007,Renuncias al subsidio,1,9107700.00
ANTIOQUIA,BELLO,Fenómeno de la Niña,2013,Renuncias al subsidio,41,721200423.00
ANTIOQUIA,BELLO,Fenómeno de la Niña,2013,Subsidio Revocado,75,1205100000.00
ANTIOQUIA,BELLO,Fenómeno de la Niña,2015,Renuncias al subsidio,2,39478638.00
ANTIOQUIA,BELLO,Fenómeno de la Niña,2016,Asignados,8,120496251.00
ANTIOQUIA,BELLO,Fenómeno de la Niña,2016,Renuncias al subsidio,1,19739319.00
ANTIOQUIA,BELLO,Fenómeno de la Niña,2017,Asignados,7,138175233.00
ANTIOQUIA,BELLO,MI CASA YA,2015,Apto con subsidio vencido,2,25774000.00
ANTIOQUIA,BELLO,MI CASA YA,2015,Asignados,57,590224600.00
ANTIOQUIA,BELLO,MI CASA YA,2015,Renuncias al subsidio,3,23196600.00
ANTIOQUIA,BELLO,MI CASA YA,2015,Subsidio Revocado,1,12887000.00
ANTIOQUIA,BELLO,MI CASA YA,2016,Apto con subsidio vencido,13,146164460.00
ANTIOQUIA,BELLO,MI CASA YA,2016,Asignados,236,2614413360.00
ANTIOQUIA,BELLO,MI CASA YA,2016,Renuncia con restitucion de subsidio,1,13789100.00
ANTIOQUIA,BELLO,MI CASA YA,2016,Renuncias al subsidio,4,49640760.00
ANTIOQUIA,BELLO,MI CASA YA,2017,Apto con subsidio vencido,10,154920570.00
ANTIOQUIA,BELLO,MI CASA YA,2017,Asignados,284,4230069278.00
ANTIOQUIA,BELLO,MI CASA YA,2017,Renuncias al subsidio,9,120985588.00
ANTIOQUIA,BELLO,MI CASA YA,2017,Subsidio Revocado,1,14754340.00
ANTIOQUIA,BELLO,MI CASA YA,2018,Asignados,496,8468663280.00
ANTIOQUIA,BELLO,MI CASA YA,2018,Renuncia con restitucion de subsidio,2,39062100.00
ANTIOQUIA,BELLO,MI CASA YA,2018,Renuncias al subsidio,8,132811140.00
ANTIOQUIA,BELLO,MI CASA YA,2019,Asignados,325,6127120920.00
ANTIOQUIA,BELLO,MI CASA YA,2019,Renuncias al subsidio,2,33124640.00
ANTIOQUIA,BELLO,MI CASA YA,2020,Asignados,311,5855277250.00
ANTIOQUIA,BELLO,MI CASA YA,2020,Renuncias al subsidio,4,78008530.00
ANTIOQUIA,BELLO,MI CASA YA,2021,Asignados,137,2559410100.00
ANTIOQUIA,BELLO,Programa de Vivienda Gratuita Fase I,2013,Apto con subsidio vencido,6,118435914.00
ANTIOQUIA,BELLO,Programa de Vivienda Gratuita Fase I,2013,Asignados,732,14470707189.00
ANTIOQUIA,BELLO,Programa de Vivienda Gratuita Fase I,2013,Restitucion de subsidios no aplicados,1,19739319.00
ANTIOQUIA,BELLO,Programa de Vivienda Gratuita Fase I,2014,Asignados,1,43120000.00
ANTIOQUIA,BELLO,Programa de Vivienda Gratuita Fase I,2015,Apto con subsidio vencido,1,19739319.00
ANTIOQUIA,BELLO,Programa de Vivienda Gratuita Fase I,2015,Asignados,32,657023389.00
ANTIOQUIA,BELLO,Programa de Vivienda Gratuita Fase I,2016,Asignados,53,925033230.00
ANTIOQUIA,BELLO,Programa de Vivienda Gratuita Fase I,2017,Asignados,1,51640190.00
ANTIOQUIA,BELLO,Semillero de Propietarios Ahorro,2020,Asignados,13,68468634.00
ANTIOQUIA,BELLO,Semillero de Propietarios Arriendo,2019,Asignados,2,25199870.00
ANTIOQUIA,BELLO,Semillero de Propietarios Arriendo,2020,Asignados,150,1919060725.00
ANTIOQUIA,BELLO,Semillero de Propietarios Arriendo,2021,Asignados,36,460696896.00
ANTIOQUIA,BELLO,VIPA,2015,Perdida de ejecutoriedad de asignación de SFV,34,634684750.00
ANTIOQUIA,BELLO,VIPA,2016,Perdida de ejecutoriedad de asignación de SFV,794,16102221525.00
ANTIOQUIA,BELLO,VIPA,2016,Renuncias al subsidio,1,20683650.00
ANTIOQUIA,BELMIRA,Bolsa Concejales,2009,Apto con subsidio vencido,1,1987600.00
ANTIOQUIA,BELMIRA,Bolsa Desplazados,2007,Asignados,1,10842500.00
ANTIOQUIA,BELMIRA,Bolsa Desplazados,2008,Asignados,1,14907000.00
ANTIOQUIA,BELMIRA,Bolsa Esfuerzo Territorial,2003,Asignados,48,341136000.00
ANTIOQUIA,BELMIRA,Bolsa Esfuerzo Territorial,2003,Renuncia a la postulación,1,7107000.00
ANTIOQUIA,BELMIRA,Bolsa Esfuerzo Territorial,2003,Renuncias al subsidio,1,7107000.00
ANTIOQUIA,BELMIRA,Bolsa Ordinaria,2004,Asignados,1,7518000.00
ANTIOQUIA,BELMIRA,MI CASA YA,2015,Apto con subsidio vencido,1,12887000.00
ANTIOQUIA,BETANIA,Bolsa Desplazados,2007,Asignados,1,14907000.00
ANTIOQUIA,BETANIA,Bolsa Desplazados,2008,Asignados,2,26444500.00
ANTIOQUIA,BETANIA,Bolsa Desplazados,2009,Asignados,2,29814000.00
ANTIOQUIA,BETANIA,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,1,16068000.00
ANTIOQUIA,BETANIA,Programa de Vivienda Gratuita Fase I,2017,Asignados,1,51640190.00
ANTIOQUIA,BETULIA,Bolsa Concejales,2011,Asignados,1,11247600.00
ANTIOQUIA,BETULIA,Bolsa Desplazados,2004,Asignados,1,8950000.00
ANTIOQUIA,BETULIA,Bolsa Desplazados,2007,Asignado con aplicación en Vivienda Gratuita,1,14907000.00
ANTIOQUIA,BETULIA,Bolsa Desplazados,2007,Asignados,9,109776000.00
ANTIOQUIA,BETULIA,Bolsa Desplazados,2008,Asignados,4,50047250.00
ANTIOQUIA,BETULIA,Bolsa Desplazados,2009,Asignados,4,53416750.00
ANTIOQUIA,BETULIA,Bolsa Desplazados,2010,Asignados,7,108150000.00
ANTIOQUIA,BETULIA,Bolsa Desplazados,2010,Renuncia con restitucion de subsidio,1,15450000.00
ANTIOQUIA,BETULIA,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,1,16068000.00
ANTIOQUIA,BETULIA,Bolsa Desplazados,2011,Asignados,3,48204000.00
ANTIOQUIA,BETULIA,Bolsa Esfuerzo Territorial,2003,Asignados,30,213210000.00
ANTIOQUIA,BRICEÑO,Bolsa Desplazados,2007,Asignado con aplicación en Vivienda Gratuita,1,14907000.00
ANTIOQUIA,BRICEÑO,Bolsa Desplazados,2007,Asignados,1,10842500.00
ANTIOQUIA,BRICEÑO,Bolsa Desplazados,2008,Asignados,3,28929000.00
ANTIOQUIA,BRICEÑO,Bolsa Desplazados,2010,Asignados,3,46350000.00
ANTIOQUIA,BRICEÑO,Bolsa Desplazados,2011,Asignados,1,16068000.00
ANTIOQUIA,BRICEÑO,Bolsa Esfuerzo Territorial,2005,Asignados,50,398732350.00
ANTIOQUIA,BURITICA,Bolsa Atentados terroristas,2003,Apto con subsidio vencido,1,7636000.00
ANTIOQUIA,BURITICA,Bolsa Desplazados,2007,Asignado con aplicación en Vivienda Gratuita,2,23602750.00
ANTIOQUIA,BURITICA,Bolsa Desplazados,2007,Asignados,3,31170750.00
ANTIOQUIA,BURITICA,Bolsa Desplazados,2008,Asignado con aplicación en Vivienda Gratuita,1,14907000.00
ANTIOQUIA,BURITICA,Bolsa Desplazados,2008,Asignados,4,52889000.00
ANTIOQUIA,BURITICA,Bolsa Desplazados,2009,Asignado con aplicación en Vivienda Gratuita,1,14907000.00
ANTIOQUIA,BURITICA,Bolsa Desplazados,2009,Asignados,6,83230750.00
ANTIOQUIA,BURITICA,Bolsa Desplazados,2010,Asignados,5,70812500.00
ANTIOQUIA,BURITICA,Programa de Vivienda Gratuita Fase I,2008,Asignados,1,14907000.00
ANTIOQUIA,CACERES,Bolsa Concejales,2010,Apto con subsidio vencido,1,11330000.00
ANTIOQUIA,CACERES,Bolsa Concejales,2011,Asignados,1,11247600.00
ANTIOQUIA,CACERES,Bolsa Desplazados,2007,Asignados,4,47434500.00
ANTIOQUIA,CACERES,Bolsa Desplazados,2008,Asignados,15,196649000.00
ANTIOQUIA,CACERES,Bolsa Desplazados,2009,Asignados,5,74535000.00
ANTIOQUIA,CACERES,Bolsa Desplazados,2010,Asignados,4,61800000.00
ANTIOQUIA,CACERES,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,1,16068000.00
ANTIOQUIA,CACERES,Bolsa Desplazados,2011,Asignados,10,160680000.00
ANTIOQUIA,CACERES,Bolsa Esfuerzo Territorial,2006,Restitución SFV por Indemnización,47,331129150.00
ANTIOQUIA,CACERES,Bolsa Saludable,2008,Apto con subsidio vencido,41,151372000.00
ANTIOQUIA,CACERES,Programa de Vivienda Gratuita Fase I,2008,Asignados,1,14907000.00
ANTIOQUIA,CACERES,Programa de Vivienda Gratuita Fase I,2012,Asignados,1,39669000.00
ANTIOQUIA,CAICEDO,Bolsa Desplazados,2007,Asignados,1,8695750.00
ANTIOQUIA,CAICEDO,Bolsa Desplazados,2008,Asignados,1,14907000.00
ANTIOQUIA,CAICEDO,Bolsa Desplazados,2009,Asignados,1,14907000.00
ANTIOQUIA,CAICEDO,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,4,61800000.00
ANTIOQUIA,CAICEDO,Bolsa Desplazados,2010,Asignados,2,24462500.00
ANTIOQUIA,CAICEDO,Bolsa Desplazados,2011,Asignados,2,32136000.00
ANTIOQUIA,CAICEDO,Bolsa Esfuerzo Territorial,2004,Asignados,7,52626000.00
ANTIOQUIA,CAICEDO,Bolsa Esfuerzo Territorial,2005,Apto con subsidio vencido,1,7518000.00
ANTIOQUIA,CALDAS,Bolsa Desplazados,2004,Asignados,2,13425000.00
ANTIOQUIA,CALDAS,Bolsa Desplazados,2007,Asignados,1,5421250.00
ANTIOQUIA,CALDAS,Bolsa Desplazados,2009,Asignados,1,14907000.00
ANTIOQUIA,CALDAS,Bolsa Desplazados,2010,Asignados,3,46350000.00
ANTIOQUIA,CALDAS,Bolsa Ordinaria,2003,Apto con subsidio vencido,1,5312000.00
ANTIOQUIA,CALDAS,MI CASA YA,2015,Asignados,3,28351400.00
ANTIOQUIA,CALDAS,MI CASA YA,2016,Apto con subsidio vencido,1,8273460.00
ANTIOQUIA,CALDAS,MI CASA YA,2016,Asignados,17,206836500.00
ANTIOQUIA,CALDAS,MI CASA YA,2017,Apto con subsidio vencido,1,8852604.00
ANTIOQUIA,CALDAS,MI CASA YA,2018,Asignados,21,359371320.00
ANTIOQUIA,CALDAS,MI CASA YA,2018,Renuncias al subsidio,1,23437260.00
ANTIOQUIA,CALDAS,MI CASA YA,2019,Asignados,5,82811600.00
ANTIOQUIA,CALDAS,MI CASA YA,2020,Asignados,10,193116660.00
ANTIOQUIA,CALDAS,MI CASA YA,2021,Asignados,4,80538420.00
ANTIOQUIA,CALDAS,Programa de Vivienda Gratuita Fase I,2014,Asignados,7,219350500.00
ANTIOQUIA,CALDAS,Programa de Vivienda Gratuita Fase I,2015,Asignados,288,10644480000.00
ANTIOQUIA,CALDAS,Programa de Vivienda Gratuita Fase I,2015,Renuncias al subsidio,3,110880000.00
ANTIOQUIA,CALDAS,Programa de Vivienda Gratuita Fase I,2015,Subsidio Revocado,2,73920000.00
ANTIOQUIA,CALDAS,Programa de Vivienda Gratuita Fase I,2015,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,1,36960000.00
ANTIOQUIA,CALDAS,Programa de Vivienda Gratuita Fase I,2016,Asignados,1,36960000.00
ANTIOQUIA,CALDAS,Semillero de Propietarios Arriendo,2020,Asignados,1,11807880.00
ANTIOQUIA,CAMPAMENTO,Bolsa Atentados terroristas,2003,Apto con subsidio vencido,2,10257400.00
ANTIOQUIA,CAMPAMENTO,Bolsa Concejales,2008,Restitución SFV por Vencimiento Vigencia,1,9691500.00
ANTIOQUIA,CAMPAMENTO,Bolsa Desplazados,2007,Asignados,2,25749500.00
ANTIOQUIA,CAMPAMENTO,Bolsa Desplazados,2008,Asignado con aplicación en Vivienda Gratuita,2,26444500.00
ANTIOQUIA,CAMPAMENTO,Bolsa Desplazados,2008,Asignados,4,46150000.00
ANTIOQUIA,CAMPAMENTO,Bolsa Desplazados,2009,Asignados,6,89442000.00
ANTIOQUIA,CAMPAMENTO,Bolsa Desplazados,2010,Asignados,4,61800000.00
ANTIOQUIA,CAMPAMENTO,Programa de Vivienda Gratuita Fase I,2014,Asignados,91,3363360000.00
ANTIOQUIA,CAMPAMENTO,Programa de Vivienda Gratuita Fase I,2014,Renuncias al subsidio,2,73920000.00
ANTIOQUIA,CAMPAMENTO,Programa de Vivienda Gratuita Fase I,2015,Asignados,9,332640000.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Concejales,2008,Asignados,1,10153000.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Concejales,2011,Asignados,1,11515400.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Desplazados,2007,Asignados,7,86734250.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Desplazados,2008,Asignado con aplicación en Vivienda Gratuita,1,8695750.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Desplazados,2008,Asignados,13,158752250.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Desplazados,2008,Renuncia con restitucion de subsidio,1,11537500.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Desplazados,2008,Restitución SFV por Indemnización,1,14907000.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Desplazados,2009,Asignados,5,62112500.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,2,30900000.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Desplazados,2010,Asignados,17,262650000.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Desplazados,2010,Renuncia con restitucion de subsidio,1,15450000.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,2,32136000.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Desplazados,2011,Asignados,4,64272000.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Esfuerzo Territorial,2003,Asignados,15,106605000.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Esfuerzo Territorial,2003,Renuncia a la postulación,1,7107000.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Esfuerzo Territorial,2010,Apto con subsidio vencido,1,11330000.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Esfuerzo Territorial,2010,Asignados,86,960475000.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Esfuerzo Territorial,2010,Renuncia con restitucion de subsidio,7,78022500.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Esfuerzo Territorial,2010,Renuncias al subsidio,2,22402500.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Esfuerzo Territorial,2010,Restitución SFV por Vencimiento Vigencia,2,22402500.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Esfuerzo Territorial,2011,Asignados,6,65920000.00
ANTIOQUIA,CAÑASGORDAS,Bolsa Saludable,2008,Asignados,47,173524000.00
ANTIOQUIA,CAÑASGORDAS,Programa de Vivienda Gratuita Fase I,2015,Asignados,100,3930862500.00
ANTIOQUIA,CAÑASGORDAS,Programa de Vivienda Gratuita Fase I,2015,Renuncias al subsidio,2,78848000.00
ANTIOQUIA,CAÑASGORDAS,Programa de Vivienda Gratuita Fase I,2015,Subsidio Revocado,1,39424000.00
ANTIOQUIA,CARACOLI,Bolsa Desplazados,2010,Asignados,3,46350000.00
ANTIOQUIA,CARACOLI,Programa de Vivienda Gratuita Fase I,2008,Asignados,1,14907000.00
ANTIOQUIA,CARACOLI,Programa de Vivienda Gratuita Fase I,2017,Asignados,1,51640190.00
ANTIOQUIA,CARAMANTA,Bolsa Desplazados,2007,Asignados,1,10842500.00
ANTIOQUIA,CARAMANTA,Bolsa Desplazados,2008,Asignados,1,11537500.00
ANTIOQUIA,CARAMANTA,Bolsa Desplazados,2009,Asignados,1,14907000.00
ANTIOQUIA,CARAMANTA,Bolsa Desplazados,2010,Asignados,1,15450000.00
ANTIOQUIA,CARAMANTA,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,1,16068000.00
ANTIOQUIA,CARAMANTA,Bolsa Saludable,2008,Apto con subsidio vencido,1,3692000.00
ANTIOQUIA,CARAMANTA,Bolsa Saludable,2008,Asignados,49,180908000.00
ANTIOQUIA,CARAMANTA,Bolsa Saludable,2009,Asignados,8,29536000.00
ANTIOQUIA,CARAMANTA,Programa de Vivienda Gratuita Fase I,2015,Asignados,30,1104030000.00
ANTIOQUIA,CAREPA,Bolsa Concejales,2008,Renuncias al subsidio,1,5307250.00
ANTIOQUIA,CAREPA,Bolsa Concejales,2009,Asignados,1,10931800.00
ANTIOQUIA,CAREPA,Bolsa Concejales,2010,Apto con subsidio vencido,1,11330000.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2004,Asignados,2,17900000.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2006,Asignado con aplicación en Vivienda Gratuita,1,10200000.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2007,Asignado con aplicación en Vivienda Gratuita,3,44721000.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2007,Asignados,22,223616500.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2008,Asignado con aplicación en Vivienda Gratuita,19,266385500.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2008,Asignados,117,1149637500.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2008,Restitución SFV por Indemnización,2,29814000.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2009,Apto con subsidio vencido,1,14907000.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2009,Asignado con aplicación en Vivienda Gratuita,7,104349000.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2009,Asignados,67,705598000.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2009,Renuncia con restitucion de subsidio,1,14907000.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2010,Apto con subsidio vencido,1,15450000.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,25,379812500.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2010,Asignados,66,938587500.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,2,32136000.00
ANTIOQUIA,CAREPA,Bolsa Desplazados,2011,Asignados,4,64272000.00
ANTIOQUIA,CAREPA,Bolsa Esfuerzo Territorial,2003,Asignados,29,206103000.00
ANTIOQUIA,CAREPA,Bolsa Esfuerzo Territorial,2003,Renuncia a la postulación,1,7107000.00
ANTIOQUIA,CAREPA,Bolsa Ordinaria,2004,Asignados,2,10142417.00
ANTIOQUIA,CAREPA,Bolsa Ordinaria,2005,Asignados,17,76500000.00
ANTIOQUIA,CAREPA,Bolsa Ordinaria,2005,Renuncias al subsidio,1,7500000.00
ANTIOQUIA,CAREPA,Bolsa Recicladores,2010,Apto con subsidio vencido,1,11330000.00
ANTIOQUIA,CAREPA,Bolsa Recicladores,2010,Asignados,7,79310000.00
ANTIOQUIA,CAREPA,MI CASA YA,2015,Apto con subsidio vencido,1,12887000.00
ANTIOQUIA,CAREPA,MI CASA YA,2015,Asignados,4,46393200.00
ANTIOQUIA,CAREPA,MI CASA YA,2016,Apto con subsidio vencido,1,8273460.00
ANTIOQUIA,CAREPA,MI CASA YA,2016,Asignados,14,193047400.00
ANTIOQUIA,CAREPA,MI CASA YA,2017,Apto con subsidio vencido,7,125411890.00
ANTIOQUIA,CAREPA,MI CASA YA,2017,Asignados,11,177052080.00
ANTIOQUIA,CAREPA,MI CASA YA,2018,Asignados,4,85936620.00
ANTIOQUIA,CAREPA,MI CASA YA,2019,Asignados,17,405776840.00
ANTIOQUIA,CAREPA,MI CASA YA,2019,Renuncias al subsidio,1,24843480.00
ANTIOQUIA,CAREPA,MI CASA YA,2020,Asignados,52,999701680.00
ANTIOQUIA,CAREPA,MI CASA YA,2020,Renuncias al subsidio,1,17556060.00
ANTIOQUIA,CAREPA,MI CASA YA,2021,Asignados,43,838038480.00
ANTIOQUIA,CAREPA,Programa de Vivienda Gratuita Fase I,2008,Asignados,3,44721000.00
ANTIOQUIA,CAREPA,Programa de Vivienda Gratuita Fase I,2015,Asignados,95,2364964000.00
ANTIOQUIA,CAREPA,Programa de Vivienda Gratuita Fase I,2015,Renuncias al subsidio,4,91038500.00
ANTIOQUIA,CAREPA,Programa de Vivienda Gratuita Fase I,2015,Subsidio Revocado,1,20892000.00
